"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","ROIName","contrastName","Group"
16,2222,222,1,3.641681,6,1,"RParSup","sent","RevLangRight-toMD"
17,1615,161,1,0.512885,6,1,"LACC","sent","RevLangLeft-toMD"
18,1958,195,1,0.113494,6,1,"RACC","sent","RevLangRight-toMD"
1,1038,103,1,1.182933,6,2,"LIFGop","non","RevLangLeft-toMD"
2,1399,139,1,1.090343,6,2,"RIFGop","non","RevLangRight-toMD"
3,4863,486,1,0.881584,6,2,"LMFG","non","RevLangLeft-toMD"
4,5104,510,1,0.352608,6,2,"RMFG","non","RevLangRight-toMD"
5,888,88,1,0.240899,6,2,"LMFGorb","non","RevLangLeft-toMD"
6,1015,101,1,0.281288,6,2,"RMFGorb","non","RevLangRight-toMD"
7,3526,352,1,1.958178,6,2,"LPrecG","non","RevLangLeft-toMD"
8,3381,338,1,0.909452,6,2,"RPrecG","non","RevLangRight-toMD"
9,1858,185,1,0.48582,6,2,"LInsula","non","RevLangLeft-toMD"
10,1770,177,1,0.140036,6,2,"RInsula","non","RevLangRight-toMD"
11,2147,214,1,0.995451,6,2,"LSMA","non","RevLangLeft-toMD"
12,2371,237,1,0.422847,6,2,"RSMA","non","RevLangRight-toMD"
13,2447,244,1,1.883146,6,2,"LParInf","non","RevLangLeft-toMD"
14,1345,134,1,0.51988,6,2,"RParInf","non","RevLangRight-toMD"
15,2065,206,1,3.265807,6,2,"LParSup","non","RevLangLeft-toMD"
16,2222,222,1,2.73144,6,2,"RParSup","non","RevLangRight-toMD"
17,1615,161,1,-0.076823,6,2,"LACC","non","RevLangLeft-toMD"
18,1958,195,1,-0.155835,6,2,"RACC","non","RevLangRight-toMD"
1,1038,103,1,0.310979,6,3,"LIFGop","non-sent","RevLangLeft-toMD"
2,1399,139,1,0.236306,6,3,"RIFGop","non-sent","RevLangRight-toMD"
3,4863,486,1,0.762822,6,3,"LMFG","non-sent","RevLangLeft-toMD"
4,5104,510,1,0.277204,6,3,"RMFG","non-sent","RevLangRight-toMD"
5,888,88,1,0.771853,6,3,"LMFGorb","non-sent","RevLangLeft-toMD"
6,1015,101,1,0.305736,6,3,"RMFGorb","non-sent","RevLangRight-toMD"
7,3526,352,1,0.948617,6,3,"LPrecG","non-sent","RevLangLeft-toMD"
8,3381,338,1,0.455657,6,3,"RPrecG","non-sent","RevLangRight-toMD"
9,1858,185,1,0.400338,6,3,"LInsula","non-sent","RevLangLeft-toMD"
10,1770,177,1,0.086949,6,3,"RInsula","non-sent","RevLangRight-toMD"
11,2147,214,1,0.457592,6,3,"LSMA","non-sent","RevLangLeft-toMD"
12,2371,237,1,0.410852,6,3,"RSMA","non-sent","RevLangRight-toMD"
13,2447,244,1,0.806386,6,3,"LParInf","non-sent","RevLangLeft-toMD"
14,1345,134,1,0.221143,6,3,"RParInf","non-sent","RevLangRight-toMD"
15,2065,206,1,1.290728,6,3,"LParSup","non-sent","RevLangLeft-toMD"
16,2222,222,1,0.91024,6,3,"RParSup","non-sent","RevLangRight-toMD"
17,1615,161,1,0.589708,6,3,"LACC","non-sent","RevLangLeft-toMD"
18,1958,195,1,0.269329,6,3,"RACC","non-sent","RevLangRight-toMD"
1,1038,103,1,0.973497,7,1,"LIFGop","sent","RevLangLeft-toMD"
2,1399,139,1,1.781614,7,1,"RIFGop","sent","RevLangRight-toMD"
3,4863,486,1,0.453619,7,1,"LMFG","sent","RevLangLeft-toMD"
4,5104,510,1,0.727643,7,1,"RMFG","sent","RevLangRight-toMD"
5,888,88,1,1.105659,7,1,"LMFGorb","sent","RevLangLeft-toMD"
6,1015,101,1,1.355236,7,1,"RMFGorb","sent","RevLangRight-toMD"
7,3526,352,1,0.697652,7,1,"LPrecG","sent","RevLangLeft-toMD"
8,3381,338,1,0.85502,7,1,"RPrecG","sent","RevLangRight-toMD"
9,1858,185,1,0.627011,7,1,"LInsula","sent","RevLangLeft-toMD"
10,1770,177,1,1.201608,7,1,"RInsula","sent","RevLangRight-toMD"
11,2147,214,1,0.231819,7,1,"LSMA","sent","RevLangLeft-toMD"
12,2371,237,1,0.479543,7,1,"RSMA","sent","RevLangRight-toMD"
13,2447,244,1,2.487069,7,1,"LParInf","sent","RevLangLeft-toMD"
14,1345,134,1,1.701504,7,1,"RParInf","sent","RevLangRight-toMD"
15,2065,206,1,2.683208,7,1,"LParSup","sent","RevLangLeft-toMD"
16,2222,222,1,3.153777,7,1,"RParSup","sent","RevLangRight-toMD"
17,1615,161,1,0.925469,7,1,"LACC","sent","RevLangLeft-toMD"
18,1958,195,1,0.668475,7,1,"RACC","sent","RevLangRight-toMD"
1,1038,103,1,0.139337,7,2,"LIFGop","non","RevLangLeft-toMD"
2,1399,139,1,0.94354,7,2,"RIFGop","non","RevLangRight-toMD"
3,4863,486,1,-0.229769,7,2,"LMFG","non","RevLangLeft-toMD"
4,5104,510,1,0.062864,7,2,"RMFG","non","RevLangRight-toMD"
5,888,88,1,0.129002,7,2,"LMFGorb","non","RevLangLeft-toMD"
6,1015,101,1,0.443027,7,2,"RMFGorb","non","RevLangRight-toMD"
7,3526,352,1,-0.082291,7,2,"LPrecG","non","RevLangLeft-toMD"
8,3381,338,1,0.176931,7,2,"RPrecG","non","RevLangRight-toMD"
9,1858,185,1,0.287922,7,2,"LInsula","non","RevLangLeft-toMD"
10,1770,177,1,0.525261,7,2,"RInsula","non","RevLangRight-toMD"
11,2147,214,1,-0.338139,7,2,"LSMA","non","RevLangLeft-toMD"
12,2371,237,1,-0.180165,7,2,"RSMA","non","RevLangRight-toMD"
13,2447,244,1,1.698309,7,2,"LParInf","non","RevLangLeft-toMD"
14,1345,134,1,1.049489,7,2,"RParInf","non","RevLangRight-toMD"
15,2065,206,1,1.736519,7,2,"LParSup","non","RevLangLeft-toMD"
16,2222,222,1,1.776333,7,2,"RParSup","non","RevLangRight-toMD"
17,1615,161,1,0.26375,7,2,"LACC","non","RevLangLeft-toMD"
18,1958,195,1,0.063275,7,2,"RACC","non","RevLangRight-toMD"
1,1038,103,1,0.83416,7,3,"LIFGop","non-sent","RevLangLeft-toMD"
2,1399,139,1,0.838074,7,3,"RIFGop","non-sent","RevLangRight-toMD"
3,4863,486,1,0.683388,7,3,"LMFG","non-sent","RevLangLeft-toMD"
4,5104,510,1,0.66478,7,3,"RMFG","non-sent","RevLangRight-toMD"
5,888,88,1,0.976657,7,3,"LMFGorb","non-sent","RevLangLeft-toMD"
6,1015,101,1,0.912208,7,3,"RMFGorb","non-sent","RevLangRight-toMD"
7,3526,352,1,0.779943,7,3,"LPrecG","non-sent","RevLangLeft-toMD"
8,3381,338,1,0.678089,7,3,"RPrecG","non-sent","RevLangRight-toMD"
9,1858,185,1,0.339089,7,3,"LInsula","non-sent","RevLangLeft-toMD"
10,1770,177,1,0.676347,7,3,"RInsula","non-sent","RevLangRight-toMD"
11,2147,214,1,0.569959,7,3,"LSMA","non-sent","RevLangLeft-toMD"
12,2371,237,1,0.659708,7,3,"RSMA","non-sent","RevLangRight-toMD"
13,2447,244,1,0.788761,7,3,"LParInf","non-sent","RevLangLeft-toMD"
14,1345,134,1,0.652015,7,3,"RParInf","non-sent","RevLangRight-toMD"
15,2065,206,1,0.946689,7,3,"LParSup","non-sent","RevLangLeft-toMD"
16,2222,222,1,1.377444,7,3,"RParSup","non-sent","RevLangRight-toMD"
17,1615,161,1,0.661719,7,3,"LACC","non-sent","RevLangLeft-toMD"
18,1958,195,1,0.6052,7,3,"RACC","non-sent","RevLangRight-toMD"
1,1038,103,1,1.191914,8,1,"LIFGop","sent","RevLangLeft-toMD"
2,1399,139,1,3.283731,8,1,"RIFGop","sent","RevLangRight-toMD"
3,4863,486,1,1.43526,8,1,"LMFG","sent","RevLangLeft-toMD"
4,5104,510,1,3.260698,8,1,"RMFG","sent","RevLangRight-toMD"
5,888,88,1,0.446551,8,1,"LMFGorb","sent","RevLangLeft-toMD"
6,1015,101,1,1.673097,8,1,"RMFGorb","sent","RevLangRight-toMD"
7,3526,352,1,0.201175,8,1,"LPrecG","sent","RevLangLeft-toMD"
8,3381,338,1,0.181596,8,1,"RPrecG","sent","RevLangRight-toMD"
9,1858,185,1,0.760212,8,1,"LInsula","sent","RevLangLeft-toMD"
10,1770,177,1,0.795529,8,1,"RInsula","sent","RevLangRight-toMD"
11,2147,214,1,1.916665,8,1,"LSMA","sent","RevLangLeft-toMD"
12,2371,237,1,1.463125,8,1,"RSMA","sent","RevLangRight-toMD"
13,2447,244,1,0.628313,8,1,"LParInf","sent","RevLangLeft-toMD"
14,1345,134,1,1.971887,8,1,"RParInf","sent","RevLangRight-toMD"
15,2065,206,1,-0.018616,8,1,"LParSup","sent","RevLangLeft-toMD"
16,2222,222,1,0.779419,8,1,"RParSup","sent","RevLangRight-toMD"
17,1615,161,1,0.409494,8,1,"LACC","sent","RevLangLeft-toMD"
18,1958,195,1,1.616311,8,1,"RACC","sent","RevLangRight-toMD"
1,1038,103,1,0.418368,8,2,"LIFGop","non","RevLangLeft-toMD"
2,1399,139,1,1.330649,8,2,"RIFGop","non","RevLangRight-toMD"
3,4863,486,1,0.411332,8,2,"LMFG","non","RevLangLeft-toMD"
4,5104,510,1,1.408891,8,2,"RMFG","non","RevLangRight-toMD"
5,888,88,1,-0.172768,8,2,"LMFGorb","non","RevLangLeft-toMD"
6,1015,101,1,0.730901,8,2,"RMFGorb","non","RevLangRight-toMD"
7,3526,352,1,-0.236025,8,2,"LPrecG","non","RevLangLeft-toMD"
8,3381,338,1,-0.103252,8,2,"RPrecG","non","RevLangRight-toMD"
9,1858,185,1,0.326795,8,2,"LInsula","non","RevLangLeft-toMD"
10,1770,177,1,0.247405,8,2,"RInsula","non","RevLangRight-toMD"
11,2147,214,1,1.070781,8,2,"LSMA","non","RevLangLeft-toMD"
12,2371,237,1,0.925716,8,2,"RSMA","non","RevLangRight-toMD"
13,2447,244,1,0.237189,8,2,"LParInf","non","RevLangLeft-toMD"
14,1345,134,1,0.809488,8,2,"RParInf","non","RevLangRight-toMD"
15,2065,206,1,-0.421745,8,2,"LParSup","non","RevLangLeft-toMD"
16,2222,222,1,0.296578,8,2,"RParSup","non","RevLangRight-toMD"
17,1615,161,1,-0.02231,8,2,"LACC","non","RevLangLeft-toMD"
18,1958,195,1,0.949233,8,2,"RACC","non","RevLangRight-toMD"
1,1038,103,1,0.773546,8,3,"LIFGop","non-sent","RevLangLeft-toMD"
2,1399,139,1,1.953082,8,3,"RIFGop","non-sent","RevLangRight-toMD"
3,4863,486,1,1.023928,8,3,"LMFG","non-sent","RevLangLeft-toMD"
4,5104,510,1,1.851807,8,3,"RMFG","non-sent","RevLangRight-toMD"
5,888,88,1,0.619319,8,3,"LMFGorb","non-sent","RevLangLeft-toMD"
6,1015,101,1,0.942196,8,3,"RMFGorb","non-sent","RevLangRight-toMD"
7,3526,352,1,0.4372,8,3,"LPrecG","non-sent","RevLangLeft-toMD"
8,3381,338,1,0.284847,8,3,"RPrecG","non-sent","RevLangRight-toMD"
9,1858,185,1,0.433418,8,3,"LInsula","non-sent","RevLangLeft-toMD"
10,1770,177,1,0.548124,8,3,"RInsula","non-sent","RevLangRight-toMD"
11,2147,214,1,0.845883,8,3,"LSMA","non-sent","RevLangLeft-toMD"
12,2371,237,1,0.537408,8,3,"RSMA","non-sent","RevLangRight-toMD"
13,2447,244,1,0.391124,8,3,"LParInf","non-sent","RevLangLeft-toMD"
14,1345,134,1,1.162399,8,3,"RParInf","non-sent","RevLangRight-toMD"
15,2065,206,1,0.403129,8,3,"LParSup","non-sent","RevLangLeft-toMD"
16,2222,222,1,0.482841,8,3,"RParSup","non-sent","RevLangRight-toMD"
17,1615,161,1,0.431804,8,3,"LACC","non-sent","RevLangLeft-toMD"
18,1958,195,1,0.667077,8,3,"RACC","non-sent","RevLangRight-toMD"
1,1038,103,1,0.503682,9,1,"LIFGop","sent","RevLangLeft-toMD"
2,1399,139,1,1.1183,9,1,"RIFGop","sent","RevLangRight-toMD"
3,4863,486,1,0.656408,9,1,"LMFG","sent","RevLangLeft-toMD"
4,5104,510,1,1.111642,9,1,"RMFG","sent","RevLangRight-toMD"
5,888,88,1,0.880457,9,1,"LMFGorb","sent","RevLangLeft-toMD"
6,1015,101,1,0.991901,9,1,"RMFGorb","sent","RevLangRight-toMD"
7,3526,352,1,0.352153,9,1,"LPrecG","sent","RevLangLeft-toMD"
8,3381,338,1,0.179437,9,1,"RPrecG","sent","RevLangRight-toMD"
9,1858,185,1,0.444836,9,1,"LInsula","sent","RevLangLeft-toMD"
10,1770,177,1,1.22646,9,1,"RInsula","sent","RevLangRight-toMD"
11,2147,214,1,0.604454,9,1,"LSMA","sent","RevLangLeft-toMD"
12,2371,237,1,0.664305,9,1,"RSMA","sent","RevLangRight-toMD"
13,2447,244,1,0.547457,9,1,"LParInf","sent","RevLangLeft-toMD"
14,1345,134,1,0.698409,9,1,"RParInf","sent","RevLangRight-toMD"
15,2065,206,1,0.713803,9,1,"LParSup","sent","RevLangLeft-toMD"
16,2222,222,1,2.212117,9,1,"RParSup","sent","RevLangRight-toMD"
17,1615,161,1,0.636831,9,1,"LACC","sent","RevLangLeft-toMD"
18,1958,195,1,0.688522,9,1,"RACC","sent","RevLangRight-toMD"
1,1038,103,1,0.386453,9,2,"LIFGop","non","RevLangLeft-toMD"
2,1399,139,1,0.829269,9,2,"RIFGop","non","RevLangRight-toMD"
3,4863,486,1,0.418098,9,2,"LMFG","non","RevLangLeft-toMD"
4,5104,510,1,0.696552,9,2,"RMFG","non","RevLangRight-toMD"
5,888,88,1,0.645827,9,2,"LMFGorb","non","RevLangLeft-toMD"
6,1015,101,1,0.691351,9,2,"RMFGorb","non","RevLangRight-toMD"
7,3526,352,1,0.285854,9,2,"LPrecG","non","RevLangLeft-toMD"
8,3381,338,1,0.217329,9,2,"RPrecG","non","RevLangRight-toMD"
9,1858,185,1,0.279084,9,2,"LInsula","non","RevLangLeft-toMD"
10,1770,177,1,0.845118,9,2,"RInsula","non","RevLangRight-toMD"
11,2147,214,1,0.386554,9,2,"LSMA","non","RevLangLeft-toMD"
12,2371,237,1,0.432987,9,2,"RSMA","non","RevLangRight-toMD"
13,2447,244,1,0.285516,9,2,"LParInf","non","RevLangLeft-toMD"
14,1345,134,1,0.284926,9,2,"RParInf","non","RevLangRight-toMD"
15,2065,206,1,0.495954,9,2,"LParSup","non","RevLangLeft-toMD"
16,2222,222,1,1.699204,9,2,"RParSup","non","RevLangRight-toMD"
17,1615,161,1,0.434512,9,2,"LACC","non","RevLangLeft-toMD"
18,1958,195,1,0.514046,9,2,"RACC","non","RevLangRight-toMD"
1,1038,103,1,0.117229,9,3,"LIFGop","non-sent","RevLangLeft-toMD"
2,1399,139,1,0.28903,9,3,"RIFGop","non-sent","RevLangRight-toMD"
3,4863,486,1,0.23831,9,3,"LMFG","non-sent","RevLangLeft-toMD"
4,5104,510,1,0.41509,9,3,"RMFG","non-sent","RevLangRight-toMD"
5,888,88,1,0.23463,9,3,"LMFGorb","non-sent","RevLangLeft-toMD"
6,1015,101,1,0.30055,9,3,"RMFGorb","non-sent","RevLangRight-toMD"
7,3526,352,1,0.066299,9,3,"LPrecG","non-sent","RevLangLeft-toMD"
8,3381,338,1,-0.037892,9,3,"RPrecG","non-sent","RevLangRight-toMD"
9,1858,185,1,0.165752,9,3,"LInsula","non-sent","RevLangLeft-toMD"
10,1770,177,1,0.381341,9,3,"RInsula","non-sent","RevLangRight-toMD"
11,2147,214,1,0.217899,9,3,"LSMA","non-sent","RevLangLeft-toMD"
12,2371,237,1,0.231317,9,3,"RSMA","non-sent","RevLangRight-toMD"
13,2447,244,1,0.261941,9,3,"LParInf","non-sent","RevLangLeft-toMD"
14,1345,134,1,0.413482,9,3,"RParInf","non-sent","RevLangRight-toMD"
15,2065,206,1,0.217848,9,3,"LParSup","non-sent","RevLangLeft-toMD"
16,2222,222,1,0.512913,9,3,"RParSup","non-sent","RevLangRight-toMD"
17,1615,161,1,0.202319,9,3,"LACC","non-sent","RevLangLeft-toMD"
18,1958,195,1,0.174476,9,3,"RACC","non-sent","RevLangRight-toMD"
1,1038,103,1,0.069571,10,1,"LIFGop","sent","RevLangLeft-toMD"
2,1399,139,1,0.316218,10,1,"RIFGop","sent","RevLangRight-toMD"
3,4863,486,1,-0.083178,10,1,"LMFG","sent","RevLangLeft-toMD"
4,5104,510,1,-0.071983,10,1,"RMFG","sent","RevLangRight-toMD"
5,888,88,1,-0.454879,10,1,"LMFGorb","sent","RevLangLeft-toMD"
6,1015,101,1,0.114662,10,1,"RMFGorb","sent","RevLangRight-toMD"
7,3526,352,1,1.084952,10,1,"LPrecG","sent","RevLangLeft-toMD"
8,3381,338,1,-0.32207,10,1,"RPrecG","sent","RevLangRight-toMD"
9,1858,185,1,0.210739,10,1,"LInsula","sent","RevLangLeft-toMD"
10,1770,177,1,0.14003,10,1,"RInsula","sent","RevLangRight-toMD"
11,2147,214,1,0.465995,10,1,"LSMA","sent","RevLangLeft-toMD"
12,2371,237,1,0.231372,10,1,"RSMA","sent","RevLangRight-toMD"
13,2447,244,1,0.848636,10,1,"LParInf","sent","RevLangLeft-toMD"
14,1345,134,1,-0.564891,10,1,"RParInf","sent","RevLangRight-toMD"
15,2065,206,1,1.943187,10,1,"LParSup","sent","RevLangLeft-toMD"
16,2222,222,1,0.585354,10,1,"RParSup","sent","RevLangRight-toMD"
17,1615,161,1,-0.172613,10,1,"LACC","sent","RevLangLeft-toMD"
18,1958,195,1,0.212627,10,1,"RACC","sent","RevLangRight-toMD"
1,1038,103,1,0.098518,10,2,"LIFGop","non","RevLangLeft-toMD"
2,1399,139,1,0.20664,10,2,"RIFGop","non","RevLangRight-toMD"
3,4863,486,1,-0.860367,10,2,"LMFG","non","RevLangLeft-toMD"
4,5104,510,1,-0.698718,10,2,"RMFG","non","RevLangRight-toMD"
5,888,88,1,-0.443444,10,2,"LMFGorb","non","RevLangLeft-toMD"
6,1015,101,1,-0.195401,10,2,"RMFGorb","non","RevLangRight-toMD"
7,3526,352,1,0.931568,10,2,"LPrecG","non","RevLangLeft-toMD"
8,3381,338,1,-0.106924,10,2,"RPrecG","non","RevLangRight-toMD"
9,1858,185,1,0.155442,10,2,"LInsula","non","RevLangLeft-toMD"
10,1770,177,1,0.146592,10,2,"RInsula","non","RevLangRight-toMD"
11,2147,214,1,0.545235,10,2,"LSMA","non","RevLangLeft-toMD"
12,2371,237,1,0.16958,10,2,"RSMA","non","RevLangRight-toMD"
13,2447,244,1,0.39579,10,2,"LParInf","non","RevLangLeft-toMD"
14,1345,134,1,-0.585032,10,2,"RParInf","non","RevLangRight-toMD"
15,2065,206,1,1.415743,10,2,"LParSup","non","RevLangLeft-toMD"
16,2222,222,1,0.181088,10,2,"RParSup","non","RevLangRight-toMD"
17,1615,161,1,-0.136271,10,2,"LACC","non","RevLangLeft-toMD"
18,1958,195,1,0.081618,10,2,"RACC","non","RevLangRight-toMD"
1,1038,103,1,-0.028947,10,3,"LIFGop","non-sent","RevLangLeft-toMD"
2,1399,139,1,0.109579,10,3,"RIFGop","non-sent","RevLangRight-toMD"
3,4863,486,1,0.777189,10,3,"LMFG","non-sent","RevLangLeft-toMD"
4,5104,510,1,0.626735,10,3,"RMFG","non-sent","RevLangRight-toMD"
5,888,88,1,-0.011435,10,3,"LMFGorb","non-sent","RevLangLeft-toMD"
6,1015,101,1,0.310063,10,3,"RMFGorb","non-sent","RevLangRight-toMD"
7,3526,352,1,0.153384,10,3,"LPrecG","non-sent","RevLangLeft-toMD"
8,3381,338,1,-0.215146,10,3,"RPrecG","non-sent","RevLangRight-toMD"
9,1858,185,1,0.055297,10,3,"LInsula","non-sent","RevLangLeft-toMD"
10,1770,177,1,-0.006562,10,3,"RInsula","non-sent","RevLangRight-toMD"
11,2147,214,1,-0.07924,10,3,"LSMA","non-sent","RevLangLeft-toMD"
12,2371,237,1,0.061792,10,3,"RSMA","non-sent","RevLangRight-toMD"
13,2447,244,1,0.452846,10,3,"LParInf","non-sent","RevLangLeft-toMD"
14,1345,134,1,0.020141,10,3,"RParInf","non-sent","RevLangRight-toMD"
15,2065,206,1,0.527444,10,3,"LParSup","non-sent","RevLangLeft-toMD"
16,2222,222,1,0.404266,10,3,"RParSup","non-sent","RevLangRight-toMD"
17,1615,161,1,-0.036342,10,3,"LACC","non-sent","RevLangLeft-toMD"
18,1958,195,1,0.131009,10,3,"RACC","non-sent","RevLangRight-toMD"
1,1038,103,1,0.630344,11,1,"LIFGop","sent","RevLangLeft-toMD"
2,1399,139,1,0.731816,11,1,"RIFGop","sent","RevLangRight-toMD"
3,4863,486,1,1.836725,11,1,"LMFG","sent","RevLangLeft-toMD"
4,5104,510,1,2.515975,11,1,"RMFG","sent","RevLangRight-toMD"
5,888,88,1,2.572492,11,1,"LMFGorb","sent","RevLangLeft-toMD"
6,1015,101,1,2.324917,11,1,"RMFGorb","sent","RevLangRight-toMD"
7,3526,352,1,1.785036,11,1,"LPrecG","sent","RevLangLeft-toMD"
8,3381,338,1,2.003953,11,1,"RPrecG","sent","RevLangRight-toMD"
9,1858,185,1,0.773324,11,1,"LInsula","sent","RevLangLeft-toMD"
10,1770,177,1,1.386627,11,1,"RInsula","sent","RevLangRight-toMD"
11,2147,214,1,0.801421,11,1,"LSMA","sent","RevLangLeft-toMD"
12,2371,237,1,0.804243,11,1,"RSMA","sent","RevLangRight-toMD"
13,2447,244,1,2.63151,11,1,"LParInf","sent","RevLangLeft-toMD"
14,1345,134,1,0.881054,11,1,"RParInf","sent","RevLangRight-toMD"
15,2065,206,1,2.448838,11,1,"LParSup","sent","RevLangLeft-toMD"
16,2222,222,1,3.43939,11,1,"RParSup","sent","RevLangRight-toMD"
17,1615,161,1,2.324957,11,1,"LACC","sent","RevLangLeft-toMD"
18,1958,195,1,1.544214,11,1,"RACC","sent","RevLangRight-toMD"
1,1038,103,1,-0.07852,11,2,"LIFGop","non","RevLangLeft-toMD"
2,1399,139,1,0.359419,11,2,"RIFGop","non","RevLangRight-toMD"
3,4863,486,1,1.000493,11,2,"LMFG","non","RevLangLeft-toMD"
4,5104,510,1,1.8066,11,2,"RMFG","non","RevLangRight-toMD"
5,888,88,1,2.199328,11,2,"LMFGorb","non","RevLangLeft-toMD"
6,1015,101,1,1.761972,11,2,"RMFGorb","non","RevLangRight-toMD"
7,3526,352,1,1.621721,11,2,"LPrecG","non","RevLangLeft-toMD"
8,3381,338,1,1.601636,11,2,"RPrecG","non","RevLangRight-toMD"
9,1858,185,1,0.659374,11,2,"LInsula","non","RevLangLeft-toMD"
10,1770,177,1,1.060066,11,2,"RInsula","non","RevLangRight-toMD"
11,2147,214,1,0.375576,11,2,"LSMA","non","RevLangLeft-toMD"
12,2371,237,1,0.516568,11,2,"RSMA","non","RevLangRight-toMD"
13,2447,244,1,2.499634,11,2,"LParInf","non","RevLangLeft-toMD"
14,1345,134,1,0.299891,11,2,"RParInf","non","RevLangRight-toMD"
15,2065,206,1,2.467469,11,2,"LParSup","non","RevLangLeft-toMD"
16,2222,222,1,3.302045,11,2,"RParSup","non","RevLangRight-toMD"
17,1615,161,1,1.576998,11,2,"LACC","non","RevLangLeft-toMD"
18,1958,195,1,1.128276,11,2,"RACC","non","RevLangRight-toMD"
1,1038,103,1,0.708865,11,3,"LIFGop","non-sent","RevLangLeft-toMD"
2,1399,139,1,0.372397,11,3,"RIFGop","non-sent","RevLangRight-toMD"
3,4863,486,1,0.836232,11,3,"LMFG","non-sent","RevLangLeft-toMD"
4,5104,510,1,0.709375,11,3,"RMFG","non-sent","RevLangRight-toMD"
5,888,88,1,0.373164,11,3,"LMFGorb","non-sent","RevLangLeft-toMD"
6,1015,101,1,0.562944,11,3,"RMFGorb","non-sent","RevLangRight-toMD"
7,3526,352,1,0.163315,11,3,"LPrecG","non-sent","RevLangLeft-toMD"
8,3381,338,1,0.402318,11,3,"RPrecG","non-sent","RevLangRight-toMD"
9,1858,185,1,0.11395,11,3,"LInsula","non-sent","RevLangLeft-toMD"
10,1770,177,1,0.326562,11,3,"RInsula","non-sent","RevLangRight-toMD"
11,2147,214,1,0.425845,11,3,"LSMA","non-sent","RevLangLeft-toMD"
12,2371,237,1,0.287675,11,3,"RSMA","non-sent","RevLangRight-toMD"
13,2447,244,1,0.131876,11,3,"LParInf","non-sent","RevLangLeft-toMD"
14,1345,134,1,0.581163,11,3,"RParInf","non-sent","RevLangRight-toMD"
15,2065,206,1,-0.018631,11,3,"LParSup","non-sent","RevLangLeft-toMD"
16,2222,222,1,0.137344,11,3,"RParSup","non-sent","RevLangRight-toMD"
17,1615,161,1,0.74796,11,3,"LACC","non-sent","RevLangLeft-toMD"
18,1958,195,1,0.415939,11,3,"RACC","non-sent","RevLangRight-toMD"
1,1038,103,1,1.872944,12,1,"LIFGop","sent","RevLangLeft-toMD"
2,1399,139,1,1.91492,12,1,"RIFGop","sent","RevLangRight-toMD"
3,4863,486,1,1.542281,12,1,"LMFG","sent","RevLangLeft-toMD"
4,5104,510,1,1.723636,12,1,"RMFG","sent","RevLangRight-toMD"
5,888,88,1,1.540937,12,1,"LMFGorb","sent","RevLangLeft-toMD"
6,1015,101,1,1.154696,12,1,"RMFGorb","sent","RevLangRight-toMD"
7,3526,352,1,2.707052,12,1,"LPrecG","sent","RevLangLeft-toMD"
8,3381,338,1,1.563671,12,1,"RPrecG","sent","RevLangRight-toMD"
9,1858,185,1,1.684499,12,1,"LInsula","sent","RevLangLeft-toMD"
10,1770,177,1,1.575423,12,1,"RInsula","sent","RevLangRight-toMD"
11,2147,214,1,1.023562,12,1,"LSMA","sent","RevLangLeft-toMD"
12,2371,237,1,0.806953,12,1,"RSMA","sent","RevLangRight-toMD"
13,2447,244,1,1.768676,12,1,"LParInf","sent","RevLangLeft-toMD"
14,1345,134,1,1.372146,12,1,"RParInf","sent","RevLangRight-toMD"
15,2065,206,1,2.637233,12,1,"LParSup","sent","RevLangLeft-toMD"
16,2222,222,1,2.192555,12,1,"RParSup","sent","RevLangRight-toMD"
17,1615,161,1,1.223299,12,1,"LACC","sent","RevLangLeft-toMD"
18,1958,195,1,1.284389,12,1,"RACC","sent","RevLangRight-toMD"
1,1038,103,1,1.422661,12,2,"LIFGop","non","RevLangLeft-toMD"
2,1399,139,1,1.415431,12,2,"RIFGop","non","RevLangRight-toMD"
3,4863,486,1,1.214738,12,2,"LMFG","non","RevLangLeft-toMD"
4,5104,510,1,1.222643,12,2,"RMFG","non","RevLangRight-toMD"
5,888,88,1,1.413361,12,2,"LMFGorb","non","RevLangLeft-toMD"
6,1015,101,1,1.050361,12,2,"RMFGorb","non","RevLangRight-toMD"
7,3526,352,1,2.21655,12,2,"LPrecG","non","RevLangLeft-toMD"
8,3381,338,1,1.453085,12,2,"RPrecG","non","RevLangRight-toMD"
9,1858,185,1,1.425017,12,2,"LInsula","non","RevLangLeft-toMD"
10,1770,177,1,1.407795,12,2,"RInsula","non","RevLangRight-toMD"
11,2147,214,1,0.703013,12,2,"LSMA","non","RevLangLeft-toMD"
12,2371,237,1,0.652232,12,2,"RSMA","non","RevLangRight-toMD"
13,2447,244,1,1.433395,12,2,"LParInf","non","RevLangLeft-toMD"
14,1345,134,1,1.105617,12,2,"RParInf","non","RevLangRight-toMD"
15,2065,206,1,1.996128,12,2,"LParSup","non","RevLangLeft-toMD"
16,2222,222,1,1.668361,12,2,"RParSup","non","RevLangRight-toMD"
17,1615,161,1,1.129261,12,2,"LACC","non","RevLangLeft-toMD"
18,1958,195,1,1.092202,12,2,"RACC","non","RevLangRight-toMD"
1,1038,103,1,0.450283,12,3,"LIFGop","non-sent","RevLangLeft-toMD"
2,1399,139,1,0.499489,12,3,"RIFGop","non-sent","RevLangRight-toMD"
